,S1,S2,S3,I1_3hr,I2_3hr,I3_3hr,I1_6hr,I2_6hr,I3_6hr,I1_12hr,I2_12hr,I3_12hr,I1_24hr,I2_24hr,I3_24hr,S1,S2,S3
MFSD8,3.9186807426798413,4.1060652857094295,4.093328076592163,3.9733586563366488,3.9636046144376147,3.9142816980233017,3.940001008159604,3.9367629383026417,3.972900383312248,4.146979555226046,3.9139454179474744,4.010624235111249,3.856646808070589,3.8248134212652314,3.8902106152138796,3.9186807426798413,4.1060652857094295,4.093328076592163
MFSD9,2.427357840200898,3.066486853202798,2.4820845386994295,2.4690294819512175,2.598906552487025,2.6050817314209818,2.4369192529964536,2.1802514999416847,2.4922198178627877,2.7790828836767267,2.7567088478264075,2.7634057252218818,2.502698622018982,2.618681984975908,2.538678102219761,2.427357840200898,3.066486853202798,2.4820845386994295
MGA,6.660615668068479,6.747849620083633,6.731963000295077,6.668556951904313,6.471038835065094,6.552304709396976,6.62826258118477,6.9219270016875045,6.489941672133842,7.323433459280988,7.082826108443714,6.956495199113229,6.625079213992569,7.008600830454329,7.283857184006315,6.660615668068479,6.747849620083633,6.731963000295077
MGAM,0.06468171286244247,0.0666615947586995,0.0,0.16170306991292882,0.057911410055880505,0.08889226269511284,0.06621514947382892,0.33754713365531086,0.06279164114503179,0.05899218160098478,0.07264912858301324,0.24343590343252305,0.14162631577357399,0.3109870010728678,0.2646834603176919,0.06468171286244247,0.0666615947586995,0.0
MGARP,0.06468171286244247,0.0666615947586995,0.0,0.16170306991292882,0.11358762535576959,0.17262383184919045,0.21956495832058123,0.07412351315637039,0.23626558486655302,0.27344298328508565,0.14181462158383346,0.12684644967126532,0.0,0.16385686266315674,0.18173647973792417,0.06468171286244247,0.0666615947586995,0.0
MGAT1,5.476239584785763,5.49348869075418,5.361582417301365,5.2880926952515885,5.761962204773754,5.532369573944971,5.362217125397021,5.422470339011849,5.510135099343898,5.219140052479146,5.558263405957226,5.1247301069351385,5.196269062525,5.353047179823197,5.135198868159525,5.476239584785763,5.49348869075418,5.361582417301365
MGAT2,4.955800379224657,5.02740443950412,5.033805701516299,4.794199817435314,5.112086787951797,4.948134777401677,5.070161091754241,5.126235380576494,5.07166301960165,5.2503231211761445,5.101712317297081,5.0596288019753315,4.91850305909559,5.255349282320193,5.415626613057932,4.955800379224657,5.02740443950412,5.033805701516299
MGAT3,7.483309039328099,7.610716989423464,7.481605276900922,7.327464334654176,7.5082178862122975,7.465360090542712,7.495524346811769,7.487106864120329,7.636963812824284,7.621444996544039,7.561387870030734,7.461573967492318,7.031063536787212,7.447340913146544,7.582872575011859,7.483309039328099,7.610716989423464,7.481605276900922
MGAT4A,5.890605123269043,5.957602170964349,5.920605484111556,6.039123914888403,5.956726969113187,5.980826758141557,6.278898644240555,6.28197454189253,6.039358207468771,6.51154849491455,6.178957912458035,6.194496838575473,5.9634470212672674,6.292762089137424,6.4389960624734615,5.890605123269043,5.957602170964349,5.920605484111556
MGAT4B,5.105497724812005,5.2579484987004514,5.285812373777996,4.921050274365354,5.032176641759492,5.088137837000359,4.913734549256163,5.067338758259845,5.23479102846402,4.912271610448324,4.973587554182059,4.999762548179495,4.755906371308511,4.903369658219309,5.255001189238938,5.105497724812005,5.2579484987004514,5.285812373777996
MGAT4C,3.931744451535493,3.9624658312491987,3.934235990746538,3.8659667363962185,3.822466423042624,3.5534217724698354,3.9266956755310845,3.587214586111127,3.646345877627939,3.643712992856432,3.540904165181032,3.560563118673417,3.7638419874566797,3.686775977443807,3.5859671636644563,3.931744451535493,3.9624658312491987,3.934235990746538
MGAT4D,0.0,0.0666615947586995,0.0,0.0,0.0,0.08889226269511284,0.0,0.0,0.06279164114503179,0.0,0.0367818108144248,0.0,0.07255035492513627,0.0,0.0,0.0,0.0666615947586995,0.0
MGAT4E,0.0,0.0666615947586995,0.0,0.04215641734214637,0.057911410055880505,0.0,0.0,0.07412351315637039,0.0,0.0,0.14181462158383346,0.0,0.14162631577357399,0.04274170203914123,0.12366468346098046,0.0,0.0666615947586995,0.0
MGAT5,6.518121378549261,6.615994085564703,6.747345679728367,6.406928495279407,6.46402788029113,6.418824006293773,6.518356431775919,6.493016368147868,6.63453696874425,6.627839844969298,6.621406753840458,6.42414350917962,6.182618086292727,6.312000094270901,6.5122580605157365,6.518121378549261,6.615994085564703,6.747345679728367
MGAT5B,6.078530138786502,6.40556724982735,6.442211994035781,5.975281108349734,6.132094665876973,6.14400375262897,6.078415111015672,6.148421146850427,6.236937304082296,6.369116994720696,6.225007026937317,6.23642662472648,5.756746561998102,5.921193006436036,6.057023200907468,6.078530138786502,6.40556724982735,6.442211994035781
MGEA5,7.576711674727523,7.727505361439859,7.5008157970931615,7.709246711545099,7.747806386186379,7.711150553452898,7.888780889945184,7.873946162489139,7.693708799657318,8.21778278521671,8.031676912230498,7.733466151168455,7.156054344577522,7.645807383910427,7.996238333880303,7.576711674727523,7.727505361439859,7.5008157970931615
MGL2,0.5216685933731279,0.3062064733948858,0.3030320754719371,0.08311589145506199,0.2930964125752963,0.08889226269511284,0.46019865310597013,0.07412351315637039,0.2897453868296772,0.27344298328508565,0.1076463257484392,0.18631860863364438,0.27058388075936063,0.41225546488691195,0.12366468346098046,0.5216685933731279,0.3062064733948858,0.3030320754719371
MGLL,7.447373697590882,7.66214751908511,7.62366348572319,7.204950234857438,7.528522366188198,7.64581118177442,7.331888565328579,7.627768544168603,7.498669465290326,7.262775783248406,7.618428560561591,7.429244479616801,7.163080116799115,7.327948906890076,7.4930895797294115,7.447373697590882,7.66214751908511,7.62366348572319
MGME1,1.907371679154346,2.3207856811801086,1.606526438602189,1.827838235596447,2.2157509805258093,2.062695879072111,1.9149539898009764,1.94371469316692,2.048300969123867,2.388571180915598,2.5174287370019552,2.1526416932250094,1.8600781141037661,2.597335350312232,1.9831166652928127,1.907371679154346,2.3207856811801086,1.606526438602189
MGMT,0.18594585584000717,0.5115833782497676,0.36979393079966366,0.5308455201682812,0.5160712248860502,0.46604702995995745,0.3843611195333122,0.42512442982664916,0.3911015597737863,0.5032243934355527,0.4989328389032474,0.5226037319851514,0.7402469828301614,0.9944305560874095,0.39313719125013413,0.18594585584000717,0.5115833782497676,0.36979393079966366
MGP,3.289993052400665,2.9118987889090056,3.261492681694536,2.6088316029710863,2.9092489727236712,3.691113538347156,2.8758713851220117,3.289553077449441,3.6792821342107347,3.528420082283151,3.7296529040063704,3.5773218279990546,3.2803629752178347,3.5341200465682903,3.477126252950305,3.289993052400665,2.9118987889090056,3.261492681694536
MGRN1,7.1795030122130585,7.214997281472965,7.137229819094618,6.973333445203044,7.22708363800023,7.193555425967478,6.96324243694031,7.034120954015793,7.238009245709578,7.035176053317328,7.111127291675271,6.943357820101028,6.690654502346127,7.051419270182039,7.183947023882831,7.1795030122130585,7.214997281472965,7.137229819094618
MGST1,2.2086671009813177,2.3545278663568476,2.034562061034248,2.476735181034955,2.642142953746749,2.1270792191784667,2.100186581348664,2.039333323080873,2.4750077267443893,2.56682938688674,2.222453648138382,2.651797665011489,3.425926915769869,3.08530724321987,2.549746296705553,2.2086671009813177,2.3545278663568476,2.034562061034248
MGST2,0.12658749996467972,0.09887181000264846,0.36979393079966366,0.43916624240322233,0.16719479560776485,0.17262383184919045,0.3043148026396285,0.24430800270882172,0.3911015597737863,0.2483162607060149,0.07264912858301324,0.12684644967126532,0.3309827356733279,0.12460413324342158,0.31744515597879935,0.12658749996467972,0.09887181000264846,0.36979393079966366
MGST3,5.710933320109483,5.623033989460938,5.581743022328496,5.392603128592118,5.759782767534176,5.52939488194251,5.352299291399604,5.240293395982449,5.520658295188036,5.126511122737475,5.242198835551852,5.043637821147154,4.832329703521253,4.979596782031216,4.953363832223739,5.710933320109483,5.623033989460938,5.581743022328496
MIA,0.4016078017392116,0.2209694823441199,0.3367991508974011,0.6717772843452391,0.879417460037292,0.49885958158509014,0.5086290867715916,0.5076883201038704,0.2632532795081878,0.5450942051616519,0.47232645596572875,0.42722127958891576,0.7402469828301614,0.27558711489934107,0.48825262474144704,0.4016078017392116,0.2209694823441199,0.3367991508974011
MIA2,0.0,0.0,0.0,0.1994475414939296,0.02924626420548696,0.08889226269511284,0.0,0.14462405595286792,0.0,0.0,0.0,0.18631860863364438,0.14162631577357399,0.16385686266315674,0.0,0.0,0.0,0.0
MIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIB1,8.4953097779234,8.583560293830873,8.403813326260847,8.564247075920827,8.456016100060658,8.619072111943693,8.555231938173202,8.46887505035271,8.407868222748842,8.571913906472272,8.580517663039927,8.39218125469961,8.205315367236151,8.482422853877951,8.739879079934203,8.4953097779234,8.583560293830873,8.403813326260847
MIB2,6.152931604660897,6.331255137209405,6.268296121651925,5.967098387057356,6.428109691646195,6.423638397622631,6.0515954700925185,6.198992952267075,6.314380817176361,6.004768178820196,6.4581225606502315,6.030247861449855,5.740833910266695,6.177019995339684,6.006201336546317,6.152931604660897,6.331255137209405,6.268296121651925
MICAL1,2.8913384837108205,2.9521262507288184,2.5980103737055935,2.8884549037412057,3.4066148629890844,3.293094483520184,3.337922630651639,3.5092007087695234,3.3166827634480573,2.9640767322017862,3.2315049209972133,3.1356812229994158,3.096867116757694,3.1005602115244395,3.359399124035779,2.8913384837108205,2.9521262507288184,2.5980103737055935
MICAL2,7.99634991181111,8.109604616764353,8.150459401573592,8.064725551243157,7.930748480842705,8.285392091275163,8.08657028313988,8.092560058299025,8.054901890917563,8.00292025032384,8.196948149624523,7.910322523167223,7.374238020352375,7.877630049631438,7.822463269065602,7.99634991181111,8.109604616764353,8.150459401573592
MICALCL,1.262163978207449,1.6561371117799404,1.5926177335806164,1.5496008217888797,1.2585556736419163,1.5393312456314927,2.10806657929058,2.708349292828745,2.116487126683145,3.333132862766769,2.4778507008605417,3.216356352664238,1.8600781141037661,2.5462627861736866,2.3740856397582415,1.262163978207449,1.6561371117799404,1.5926177335806164
MICALL1,3.9660135127383542,3.98633797658343,3.9776917492589616,3.997664081498748,4.2572951378537605,4.058825173603784,4.216370936392083,4.432134883315947,4.319965527673592,4.443908106927879,4.251739593204044,4.233156632948883,4.518468612930689,4.404402107842672,4.54687682978169,3.9660135127383542,3.98633797658343,3.9776917492589616
MICALL2,0.47483629701343516,0.5586638037946804,0.6638787825596748,1.1283386074195827,1.6174689712465082,1.3364421649593703,0.97292147946337,1.16282232054705,1.063420207235425,0.5450942051616519,1.041763485698896,0.9912970691904756,1.2270778379043572,1.5919941071419539,0.7977315089877376,0.47483629701343516,0.5586638037946804,0.6638787825596748
MICU1,6.140794773074996,6.137477336575637,6.095375885044409,5.938785304957277,6.1600456035148605,6.039155018526917,5.782888993720963,5.811123057014954,6.150137992837837,5.8199333811831275,6.068388282402992,5.6736102675571365,5.5586634188903306,5.741504015986096,5.72545044268759,6.140794773074996,6.137477336575637,6.095375885044409
MICU2,3.5689368779907436,3.8029770057560057,3.7460064116946463,3.627210611637726,3.6775996095208017,3.651532887144396,3.620049150416698,3.6612253962846504,3.620488539105346,3.8309527053499735,3.695553459851836,3.7498598861658365,3.912066403320221,3.92531692718261,3.6771106671209317,3.5689368779907436,3.8029770057560057,3.7460064116946463
MICU3,6.2655591478973385,6.025158125503604,5.954986021033029,6.125602021386099,6.063953687532481,6.081065426766223,6.053637079994083,6.042781180132174,5.965279536367912,6.319088116043147,6.165007365098603,5.929970187926821,5.65557727540345,5.867220280162979,6.2521694319966175,6.2655591478973385,6.025158125503604,5.954986021033029
MID1,3.3625359662367513,3.526334673678186,3.6213968171956354,3.253942867983591,3.0796847637268763,4.338057593113366,4.247026154867471,4.02817404055424,3.280813992951473,2.650725415836984,3.9040252647730385,4.559827537375501,4.165273128846033,3.6834032724970753,3.8858499964142164,3.3625359662367513,3.526334673678186,3.6213968171956354
MID1IP1,4.821875289501736,4.970874959263134,4.82214451163283,4.661886625604943,5.323843548841184,5.065042695931153,4.702274862819651,5.007118109810973,5.083068090378246,4.781542925410357,4.7159322469204055,4.771231306963832,4.548984989707349,4.7965945288429905,4.616957489433031,4.821875289501736,4.970874959263134,4.82214451163283
MID2,4.697366443172317,4.800173606926925,4.671502811991264,4.78647017720531,4.8839638800952,4.704415827407009,4.765919439576115,4.671804752842171,4.699233652287229,4.791361532986605,4.460736972832845,4.425906684355276,4.495562477345485,4.404402107842672,4.78678114914835,4.697366443172317,4.800173606926925,4.671502811991264
MIDN,5.07932112234908,4.540634736643996,4.847255354822862,4.59619805589974,4.893935334168871,5.13585782211033,5.027171322343585,5.443597041646353,5.00127173905612,5.321318059061284,5.044161775818786,5.329022912177455,4.815252758245796,5.234759532189807,5.309740317730624,5.07932112234908,4.540634736643996,4.847255354822862
MIEF1,5.189474075794986,5.280065412334588,5.220612294507211,5.040245554009772,5.2504574402040705,5.349943119594798,5.333937599902717,5.445343714382498,5.534570876596307,5.762857696685493,5.5206165224448664,5.494770796285895,4.846623202544734,5.672583844547962,5.653525697019786,5.189474075794986,5.280065412334588,5.220612294507211
MIEF2,3.9274030123115558,4.088125842538553,4.053266417279971,3.6715286844033135,4.246439954000719,3.999870699866026,3.99202817919798,4.182753924486333,4.0924654294944895,4.391795093067821,4.083945886721848,4.190222688252592,3.5486341057160726,4.223490112760202,4.172100037039401,3.9274030123115558,4.088125842538553,4.053266417279971
MIEN1,2.9178417772375713,2.638211432098111,2.4592718729509655,2.4843999411310063,2.828366240039072,2.559149135447064,2.411672793179026,2.253859606686297,2.653909230341655,2.561739041695684,2.5303837583317232,2.2534076316679528,2.155573390872931,2.30425006730082,2.504954728379079,2.9178417772375713,2.638211432098111,2.4592718729509655
MIER1,4.99574300872782,5.12349883276612,5.083134414962383,5.15034005960745,5.00575176371185,5.075957066004028,4.9967221500090035,5.095419980712456,4.881191728069096,5.186441499336458,5.174696739870182,4.98204166146694,5.158227589565356,5.1246731911524375,5.418648450255143,4.99574300872782,5.12349883276612,5.083134414962383
MIER2,3.7978380001421495,3.862819466322351,3.950685672018745,3.6132957842743734,3.8452572765726343,3.9562348155616167,3.6714746802209626,3.771157345274281,3.9145140190019423,3.884936680678749,4.103582851864821,3.7498598861658365,3.4802747936742913,3.6901408161312665,3.8459997148177725,3.7978380001421495,3.862819466322351,3.950685672018745
MIER3,4.572254654856163,4.59528380708378,4.430863621913065,4.928093151155981,4.778112836407928,4.830610391767138,5.152478494507778,5.433072362186588,4.869164270983804,5.358485385941011,4.949676093818304,5.166861774471373,4.508696196810864,4.913481140769494,5.332349843233101,4.572254654856163,4.59528380708378,4.430863621913065
MIF,5.4469661061822086,5.1544780100121015,5.14995315416087,4.929497610105507,5.303788576009981,5.331845140619525,4.891078405502386,4.944273832310109,5.317586488653592,4.778255150330171,5.029408135581026,5.02135674171686,4.407148887252261,4.667690416713684,4.824864620404828,5.4469661061822086,5.1544780100121015,5.14995315416087
MIF4GD,2.52253475291136,2.588033791284805,2.364233186791551,2.3565912110399285,2.729374456108939,2.6641352483675007,2.4306489359299155,2.52228553573546,2.8929871432544845,2.444951640573442,2.952296407744287,2.8301818097633307,2.6988028354843148,3.0954937857408384,2.750162025081359,2.52253475291136,2.588033791284805,2.364233186791551
MIIP,3.323419936940704,3.5527373436150205,3.4352089467031255,3.1517542007388375,3.3898010542737365,3.0546094492654645,3.0577550918498484,3.133627373181688,3.4132182177667736,3.208394310489171,3.597398414566582,3.3844877152939232,3.1227241618567287,3.4090167783677052,3.777034358228843,3.323419936940704,3.5527373436150205,3.4352089467031255
MILL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07255035492513627,0.0,0.0,0.0,0.0,0.0
MILL2,0.6536812074369655,0.9603699688541779,0.6370256060714609,0.7245085482878659,0.6349915087575865,1.0346584312713056,0.46019865310597013,0.9430754115397736,0.41536579733955986,0.625355772369309,0.695772746554781,0.73665366919373,0.8266886123222656,0.6519777368612754,0.7977315089877376,0.6536812074369655,0.9603699688541779,0.6370256060714609
MILR1,0.0959666267290538,0.24994498097402087,0.08193083370898185,0.3412632652453207,0.45272095824695907,0.46604702995995745,0.12952412886706743,0.4531740210683111,0.5309187652423089,0.6057050986916552,0.38943012575259295,1.072347246727965,1.968617985757295,1.358179492719089,0.7214747853207999,0.0959666267290538,0.24994498097402087,0.08193083370898185
MINA,2.7009948003034707,2.553585472774199,2.5556222510178017,2.8884549037412057,2.539165460560181,2.903507089554395,2.184586117966645,2.4475654250997416,2.591390788591011,2.365387243182891,2.6889974152882106,2.4482031519651213,2.830157359641457,3.080186872553585,2.3615780894556733,2.7009948003034707,2.553585472774199,2.5556222510178017
MINK1,7.598891241084254,7.830157080999032,7.713560404590984,7.391794704898629,7.6421787734325415,7.572803842043131,7.387375078881326,7.435313961795901,7.6086363290119765,7.366580032840312,7.566310253350553,7.211477103977384,6.8724643294381185,7.264754148767422,7.440354649250219,7.598891241084254,7.830157080999032,7.713560404590984
MINOS1,4.54417529752062,4.59528380708378,4.333870007821878,4.231972049398017,4.539809971706829,4.413137896714039,4.511967341249179,4.372795962049953,4.503755194759926,4.738206089270214,4.681503036145526,4.537163755104738,3.8921592686435225,4.535511917158327,4.938703164086013,4.54417529752062,4.59528380708378,4.333870007821878
MINPP1,5.897280115965137,5.896494949247638,5.868891129570004,5.872425576115081,5.962424016291685,5.941086047378513,5.890745187609861,5.718823316557402,5.843151196400182,5.811916660693913,5.90267112386862,5.701268375520772,5.4940945585841305,5.862754319042018,5.829019594610122,5.897280115965137,5.896494949247638,5.868891129570004
MIOS,4.636166349847253,4.678898655421931,4.545404461850017,4.863434182976225,4.710887415611585,4.896737838831974,4.897912684919743,4.986872524090605,4.681835988728981,5.186441499336458,4.997109154960669,4.79172065196138,4.733705912576786,5.19267693951291,5.260906299110611,4.636166349847253,4.678898655421931,4.545404461850017
MIOX,0.0,0.0,0.0,0.08311589145506199,0.057911410055880505,0.08889226269511284,0.0,0.0,0.15213442163432897,0.05899218160098478,0.0,0.0,0.0,0.08425347682109022,0.0,0.0,0.0,0.0
MIP,0.0959666267290538,0.0,0.0,0.0,0.0,0.08889226269511284,0.0,0.14462405595286792,0.0,0.0,0.07264912858301324,0.09616500934123323,0.0,0.0,0.06315696976092773,0.0959666267290538,0.0,0.0
MIPEP,4.842773904859254,4.898378823253939,4.74565002839181,4.685353097537321,4.778112836407928,4.812778494869341,4.528209362483362,4.460049811465057,4.646398319761302,4.468595524722469,4.617684485064977,4.4473364963971385,4.4503321330874295,4.60667988363668,4.155893721064685,4.842773904859254,4.898378823253939,4.74565002839181
MIPOL1,2.383658510092487,2.5063362822158393,2.3477664104906326,2.389620466607551,2.123841419434973,1.983760111525792,2.131451574957274,2.36138104351051,2.3100947404661243,2.3943094165256276,2.4911643847879974,2.1148773018322378,2.3650501790013085,2.516245620781955,2.6038482957176585,2.383658510092487,2.5063362822158393,2.3477664104906326
MIR1188,1.3938682829220155,1.6882478362601057,2.034562061034248,1.606900861314646,1.3541088761150601,1.570536098163771,1.4280301067909924,1.6117058251143574,1.167086392149818,1.359052685883805,1.4760116352244324,1.7214199639226488,2.2128699422354887,2.1169356547009466,1.82811055621415,1.3938682829220155,1.6882478362601057,2.034562061034248
MIR1197,0.8681930413077006,0.9248739650751726,0.9952110024052978,0.6983838223425003,0.5160712248860502,0.6525821420600902,1.4775340240219998,1.075290842282825,1.047983409346976,0.9080392571543353,0.695772746554781,1.072347246727965,0.7623477795042484,0.8574849452490769,0.9724079222182892,0.8681930413077006,0.9248739650751726,0.9952110024052978
MIR128-1,0.9730144155439278,1.061900690812242,1.2644809409233564,0.9626266054220058,0.5365845328128028,0.8435140487773848,0.6448685891694521,0.5341919738583709,0.6171281026343425,0.6447423807285696,0.827566819205989,0.7564105574971219,0.9665181049922877,1.4404007096364893,1.3845910936508035,0.9730144155439278,1.061900690812242,1.2644809409233564
MIR134,1.7974802194927422,1.9132210044457656,1.7387012623088403,1.41169517926054,1.815123286579727,1.660294483467971,2.0355474483610734,2.2854063261355657,2.0089792736682464,2.365387243182891,2.222453648138382,2.23239953736022,1.8804297388540665,2.106899912758226,2.1596552512063516,1.7974802194927422,1.9132210044457656,1.7387012623088403
MIR154,0.8862007336757616,1.061900690812242,1.2819204123721577,0.6983838223425003,0.7796877866878761,0.5930438930029874,1.1814797506290007,1.440123811351411,0.9181557506006769,0.7911149176239264,1.0950545609795084,1.236087714706936,1.2270778379043572,1.4404007096364893,1.3721746819764826,0.8862007336757616,1.061900690812242,1.2819204123721577
MIR17HG,0.7746203131507511,0.7533575577882232,0.9080479396877299,0.8952247924839736,1.0460715979284867,1.0346584312713056,1.072936190365899,1.5218574869658206,1.23682295129304,1.3938409594982932,1.1797190371563446,1.8918770378459298,1.9202914428236635,1.6622078154370785,1.4802533054839626,0.7746203131507511,0.7533575577882232,0.9080479396877299
MIR186,0.8127807315558768,0.9603699688541779,1.2991515887787266,0.6983838223425003,0.8304142077382288,0.4324707890552594,0.7693452734786445,0.861701171499867,0.9350376505470388,1.0012306738139904,0.7631742277425316,0.8876149533843319,1.1785952081241489,1.158886410462076,1.3084372704852552,0.8127807315558768,0.9603699688541779,1.2991515887787266
MIR1949,3.844636017321276,2.83271021930559,2.943106081509221,2.601801763309987,2.959491080038298,2.0952466747921,2.943492423187669,2.0848665583785517,2.985027208040133,2.9640767322017862,2.007658362031389,2.0199932005659065,2.65221877539947,2.2596517991235037,2.2506439066202586,3.844636017321276,2.83271021930559,2.943106081509221
MIR22HG,4.032202223790864,4.207410150601061,3.983032826541576,3.8688977048207818,4.00651565334131,4.115464808636396,3.9155133869363326,3.745867719420751,3.9667565321848604,3.8224652186237913,4.187762600507594,3.6971664525824264,3.7665781002379135,3.9647483387113724,4.605069182898252,4.032202223790864,4.207410150601061,3.983032826541576
MIR23B,1.2343163003007662,1.3430890193689533,1.674126997468234,1.2045635376534019,1.1294627701558237,0.8937262927889597,1.1664646219998656,1.245345488676793,1.5202291049476444,1.5664137365616864,1.6162820683844519,1.528090504324723,1.6149262219485667,1.5629230204798394,1.9332757632066848,1.2343163003007662,1.3430890193689533,1.674126997468234
MIR27B,1.3029528500636112,1.7196593911379188,1.7637428426736295,0.8952247924839736,1.548441910160506,1.4414503570981994,1.869319431385712,2.039333323080873,1.909989653576979,2.0751250352329498,2.0799323387219513,1.8465122426127916,1.8497936191929165,2.1466306917375784,2.257410993727995,1.3029528500636112,1.7196593911379188,1.7637428426736295
MIR299B,0.8127807315558768,1.2600666224820942,0.9303373551150594,0.9626266054220058,0.7967955372010437,0.5930438930029874,1.3236150327366725,0.6837365919103536,0.8485804959124097,0.5857830665651618,0.6725871797334405,1.2776973912147254,1.004100570987484,0.8574849452490769,1.0983592074981963,0.8127807315558768,1.2600666224820942,0.9303373551150594
MIR3074-1,1.7783227436323283,1.6561371117799404,1.8942026183827896,1.41169517926054,1.377040055162622,1.5393312456314927,1.3370877318365404,1.7650331594981001,1.415858104397238,1.5866031659588438,1.7551931804745453,1.6172266806337883,1.4201613944962188,1.9585358970971205,1.9912586142541384,1.7783227436323283,1.6561371117799404,1.8942026183827896
MIR3093,0.9389132236692426,1.2882749513590934,1.4300581946446962,0.9844118133568718,1.1562220097032851,1.3181729455428806,0.41008579650920496,0.9029619478675714,0.9845294810820439,1.2991405540506322,1.2122409462195753,1.134060705692229,1.16206538052163,1.0160423380956478,1.2953447790419659,0.9389132236692426,1.2882749513590934,1.4300581946446962
MIR341,1.1915102153770123,1.3159422969045225,1.6339479269281778,1.1669544329258374,1.017167854898209,1.1424210685652767,1.1359572540800813,1.1457357337229332,0.9845294810820439,0.9397766434167824,0.8484077922273455,1.4453061698053216,1.4880467687670107,1.3916323566451714,1.468636714712261,1.1915102153770123,1.3159422969045225,1.6339479269281778
MIR382,1.7974802194927422,1.9752660151330073,2.199647051166194,1.5349130184306217,1.48652784875837,1.8754798318570831,2.092263306383731,2.2697191918131696,2.0713896223047636,2.4992113725246985,2.5239207892027333,2.167474940410459,1.7972418080823995,2.1948032674980738,2.504954728379079,1.7974802194927422,1.9752660151330073,2.199647051166194
MIR453,1.5823906496948594,1.8765306649430344,1.9606843133375125,1.5927877925824545,1.454545038681362,1.5550180386394898,2.0105410772699446,2.0758741528412346,1.6587908861901233,1.674114233835185,1.628382729391427,1.855700037468983,1.7756731119121152,1.341157604826987,1.9500814427233086,1.5823906496948594,1.8765306649430344,1.9606843133375125
MIR496A,1.4188254591318,1.3697343507943085,1.1168125320579438,0.8720391079130082,0.8304142077382288,0.7375215744565048,1.4653163807881449,1.2612984293471012,1.0166052781622124,1.1977844425482382,1.0775086850585207,1.072347246727965,1.258517455492879,0.9944305560874095,1.214192055039234,1.4188254591318,1.3697343507943085,1.1168125320579438
MIR5133,0.8127807315558768,0.7734534108439266,0.7415636065789563,0.9626266054220058,1.182493941344074,1.354482926543948,1.0567411813541778,1.093227155850052,1.2231427071597754,1.2493524082453067,1.196071630265871,1.469447504809548,0.6243599997537348,1.139325807912978,1.3721746819764826,0.8127807315558768,0.7734534108439266,0.7415636065789563
MIR539,0.9560645741132096,1.2019393834783791,1.1361190663764142,0.7753802258969799,0.6538923173758086,0.36287898377542926,1.1512915755041597,1.1457357337229332,0.8485804959124097,1.1845992054353607,0.9483225042849088,1.134060705692229,0.9665181049922877,1.2345799065191194,1.1860940090804901,0.9560645741132096,1.2019393834783791,1.1361190663764142
MIR541,1.3029528500636112,1.483899213148722,1.2108608242396013,0.9626266054220058,1.0883696259585394,1.4244712207981527,1.350435778459301,1.5866007295733981,1.23682295129304,1.1578616178732997,1.3056265008369257,1.1786728767065437,1.2739840140486398,1.2160255845258703,1.4569258272776981,1.3029528500636112,1.483899213148722,1.2108608242396013
MIR544,0.7551547906050956,1.0454673804088883,0.9522876354600792,0.47037782756013324,0.6538923173758086,0.918191912029383,1.023795350332759,1.0201038254132966,1.167086392149818,0.8919048475180931,0.5250574153540453,1.118878061329533,0.7841151136798391,0.927582059952146,1.214192055039234,0.7551547906050956,1.0454673804088883,0.9522876354600792
MIR654,0.8862007336757616,0.832114112437714,0.8152782090139812,0.5308455201682812,0.6538923173758086,0.8688386111093949,1.211049168060954,1.2612984293471012,1.23682295129304,1.3113236767130543,1.0950545609795084,1.344486209724867,1.0939844340119331,0.904592715624899,1.0983592074981963,0.8862007336757616,0.832114112437714,0.8152782090139812
MIR666,1.2483073295736111,1.3564731987397591,1.1925352546831691,0.5308455201682812,0.7271125778545785,0.9659125779102172,1.3897545492410994,1.1457357337229332,1.1235668496156166,1.0887658749589149,1.1797190371563446,0.9403872258031618,1.2428832876317002,0.7583874805353092,1.1574378351552004,1.2483073295736111,1.3564731987397591,1.1925352546831691
MIR667,0.9215555152072143,0.9777957501109149,1.2289565333135322,0.8484747094447154,0.6158397890143087,0.9659125779102172,1.4026262291727423,1.16282232054705,0.8485804959124097,0.9553873014274555,0.9288854770677882,1.0242655278129913,1.19493778691515,0.9944305560874095,1.228038492425352,0.9215555152072143,0.9777957501109149,1.2289565333135322
MIR758,1.0388899185187679,1.3828747166806834,1.4300581946446962,1.1283386074195827,0.7967955372010437,0.9422495456881446,1.560277577913429,1.075290842282825,0.8124927768038646,1.0601735679907407,0.6007072727198596,1.331373514063593,1.4747228364176688,1.4080723284340477,0.8701590726510696,1.0388899185187679,1.3828747166806834,1.4300581946446962
MIR99AHG,0.7746203131507511,0.9248739650751726,1.0368941157354175,0.6983838223425003,0.8137027959224234,1.354482926543948,1.023795350332759,0.6598643382326211,0.8485804959124097,0.9553873014274555,0.7631742277425316,1.1786728767065437,1.0939844340119331,1.3064992091885503,1.468636714712261,0.7746203131507511,0.9248739650751726,1.0368941157354175
