,GSM2571735,GSM2571736,GSM2571737,GSM2571738,GSM2571739,GSM2571740,GSM2571741,GSM2571742,GSM2571743,GSM2571744,GSM2571745,GSM2571746
SNTA1,7.802053859,7.802181464,7.802210122,7.802468749,7.802259798,7.80245844,7.802592198,7.802118997,7.802242081,7.80254147,7.8022553,7.80242775
SNTG2,6.482228054,6.481669028,6.482365192,6.481907455,6.482458328,6.482075279,6.481885571,6.481683814,6.481907493,6.481910653,6.48199786,6.481805686
SNUPN,7.383034018,7.382531274,7.382822354,7.382749076,7.382895975,7.382846028,7.382758137,7.382714005,7.382757718,7.382960931,7.382784823,7.382918366
SNX1,9.100415209,9.100638767,9.100966772,9.100082415,9.100803261,9.100902765,9.100342673,9.100146537,9.100385706,9.10040745,9.100576751,9.100209011
SNX10,10.64992333,10.65972545,10.51687879,10.52165858,10.47695002,10.41342557,10.66734549,10.8666319,10.75480045,10.81431996,10.85448801,10.75663657
SNX11,8.232797189,8.232764499,8.232714283,8.232795192,8.232863019,8.232914762,8.232822229,8.232740239,8.23285949,8.232951937,8.232745672,8.232822368
SNX12,8.424433099,8.424269795,8.424338564,8.424210257,8.424532615,8.424514625,8.424282241,8.424094353,8.424087071,8.42402521,8.424057182,8.424218344
SNX14,8.275348838,8.828945265,8.371477432,8.417005316,8.655825757,8.188146261,8.586022131,8.559755323,9.053248317,8.7216484,8.99555966,8.978426693
SNX15,8.793520964,8.873582886,8.648649018,8.644177862,8.692208492,8.773604984,8.689071028,8.541562302,8.630874003,8.630129556,8.659726261,8.562767933
SNX16,9.178304868,9.250608899,9.165143551,8.972339384,9.159068153,9.049968224,9.030896014,9.28449856,9.255902042,9.218757836,9.260577161,9.121770427
SNX17,8.866513879,8.866345303,8.866731645,8.866828582,8.866627196,8.866642936,8.866563869,8.866540295,8.866645741,8.866744506,8.866643562,8.86673935
SNX18,9.797332305,9.796569704,9.656327886,9.103844959,9.718149552,9.697195397,9.440258072,8.855058984,9.005527983,9.012978582,8.883582864,8.916492296
SNX19,7.527969848,7.527964076,7.528111045,7.528161438,7.528009646,7.527842846,7.527927643,7.528183067,7.528201878,7.528394973,7.52818435,7.528158395
SNX2,9.625379834,9.185186117,9.737760671,9.39707826,9.709617301,9.721489016,9.413826948,9.274786552,9.141714462,9.182677643,9.133483616,9.2511364
SNX21,7.640970202,7.64112272,7.641091739,7.641449329,7.64108381,7.641138081,7.641263909,7.64119179,7.6412755,7.641257432,7.641173278,7.641226317
SNX24,7.992906088,7.896876017,8.221471723,8.11091848,8.117242849,8.299864558,8.124415872,7.80866647,7.785200976,7.804313764,7.961931169,7.937977164
SNX25,8.910708984,9.130222226,8.722827062,8.912649956,8.808663209,8.746611974,8.820530163,9.140176204,9.121713238,9.182138777,9.097976425,9.078620661
SNX27,9.517983684,9.540539909,9.662990478,9.743707512,9.609855826,9.721372307,9.640325561,9.631319186,9.577540319,9.569516033,9.605486436,9.626108646
SNX3,11.43268951,11.43036341,11.43272138,11.4321904,11.4324198,11.4344676,11.4329126,11.4301983,11.42957938,11.42902125,11.4301298,11.4311018
SNX32,7.410436692,7.593680521,7.406742296,7.634732038,7.427533423,7.317514482,7.653714639,7.659140521,7.794814687,7.843613549,7.793665759,7.717456125
SNX33,7.637994119,7.638286423,7.638330657,7.638619568,7.638503014,7.638310809,7.638246952,7.638192293,7.638522226,7.638589382,7.638443138,7.638651621
SNX4,8.897082698,9.224393418,8.875641466,8.92804035,8.968648745,8.86986455,8.894424893,8.849125298,9.112170397,9.273238062,9.148099101,8.991715712
SNX5,10.27020956,9.959980686,10.31417372,10.21508747,10.17603144,10.31916859,10.23362185,10.04827858,9.978326532,10.02229786,10.07120985,10.20241179
SNX6,8.914661454,8.849345475,8.848477172,8.773842925,9.045302826,9.003877282,8.811934045,8.576162447,8.757054637,8.689854348,8.695188736,8.696383995
SNX7,8.796317707,8.300256023,8.5614261,8.243495976,8.404191115,8.517855958,8.394284745,8.09605324,8.03600366,8.103247814,8.103853463,8.212167335
SNX8,7.568919832,7.568735556,7.569101779,7.569470851,7.568898951,7.569314676,7.56899438,7.569167715,7.568916519,7.569000726,7.569009428,7.569421021
SNX9,8.948683666,8.399818836,9.046453348,8.519122113,9.043418906,9.12235257,8.623334572,8.204295955,8.054250733,8.051716787,8.189301716,8.346895544
SOAT1,6.858949709,6.858853484,6.858936133,6.858777937,6.859120022,6.859001432,6.858859007,6.858726224,6.858614207,6.858619543,6.85882594,6.85866011
SOBP,8.14346487,8.143622526,8.143572928,8.143833561,8.143626958,8.143569302,8.143795718,8.143741899,8.143710359,8.143728103,8.143649172,8.143547082
SOCS1,7.147145617,7.146928004,7.146871805,7.146951677,7.14658481,7.146981251,7.147044565,7.147060559,7.146630611,7.146497262,7.146842445,7.146948431
SOCS2,6.681200901,6.681387398,6.681222262,6.681145258,6.681251872,6.68121589,6.681152375,6.680861193,6.680910003,6.680906322,6.681149751,6.681077946
SOCS3,8.336756218,8.238827175,8.015268823,7.104050645,8.423228116,8.39092283,8.063878858,6.472691605,6.270679473,6.294235081,6.348052233,6.388038407
SOCS5,10.14820951,10.23531155,10.25661502,10.08120301,10.28618273,10.16103252,10.09430271,10.31049566,10.30599911,10.26608817,10.27912367,10.24284824
SOCS6,8.501364329,8.293876482,8.484956234,8.163703566,8.496446387,8.39483752,8.10077038,8.095010418,8.087008177,8.133502493,8.084747194,8.078520174
SOCS7,9.619306093,9.586896897,9.430178555,9.603935889,9.313958058,9.289150145,9.347790207,9.934021676,9.64883779,9.721167523,9.557229736,9.702842793
SOD1,11.93876963,11.8827921,11.97385227,12.06441285,11.91312326,11.97778383,12.00652308,11.9578914,11.86398761,11.92450196,11.94119705,11.96421637
SOD2,10.41917981,10.31364726,10.51358926,10.09624238,10.26491699,10.71202298,10.23376265,9.801010694,9.550731921,9.692038505,9.875080089,9.824531607
SOD3,7.914717191,7.925982084,8.017742765,7.878947666,7.90783766,7.925846533,7.908689169,7.821407943,7.673304315,7.706961696,7.846490437,7.838266843
SOGA1,8.498174828,8.500484447,8.499554468,8.499369315,8.499170029,8.500036797,8.498936365,8.498159663,8.498869359,8.498589003,8.498332989,8.498277488
SOHLH1,6.679659032,6.679470664,6.679434461,6.679361031,6.679430605,6.679463032,6.679534738,6.679532874,6.679751382,6.679357944,6.679373369,6.679642137
SON,9.312316975,9.75859384,9.476709481,9.447642939,9.317382552,9.333549194,9.287296136,9.699453102,9.965605353,9.866840312,9.812337954,9.524995013
SORBS1,9.580786715,9.50104152,9.704701946,9.596967106,9.546686751,9.769986643,9.531896594,9.073452278,9.036698439,9.115782583,9.132965154,8.926877525
SORBS2,10.09332501,10.32842283,9.388163458,9.469350423,9.455177328,9.339543664,9.695018976,9.771172052,9.840183221,9.897032615,9.797983995,9.728788146
SORBS3,7.52698831,7.527172594,7.527041954,7.527396984,7.527196472,7.527250101,7.527299977,7.527294551,7.527497809,7.527519133,7.527181533,7.527561953
SORCS1,7.426897715,7.649486074,7.804422987,7.69527689,7.667868411,7.548111552,7.664266836,7.955498398,7.909823191,7.850011096,7.889740494,7.871295863
SORCS2,7.623138313,8.033413403,7.738902874,7.941494251,7.87670297,7.578319761,7.930372747,8.206936772,8.386340721,8.427696521,8.18923219,8.117060239
SORCS3,9.139479407,8.994220851,8.380628211,7.694220322,8.47067249,8.466344151,8.728939766,7.940026509,7.851660873,7.808817152,7.823568656,7.723232517
SORD,7.86487828,7.936604282,8.034522048,8.207946243,7.935982787,7.91859841,8.013558111,8.162006494,8.183437578,8.27795255,8.230075464,8.277949362
SORL1,10.17719133,10.93607205,10.18586543,10.49297817,10.18169468,10.08893701,10.51235039,11.01629745,11.0967438,11.06195164,11.03559105,10.68167471
SORT1,9.457632958,10.05632554,9.575996642,9.987954428,9.538260479,9.433979556,9.821652415,10.19590956,10.28488438,10.4089734,10.37562748,10.14000551
SOS1,8.877082498,8.877387291,8.8773642,8.877048419,8.877313287,8.877154606,8.877042656,8.877222203,8.877449243,8.877475208,8.877364059,8.877078852
SOS2,9.202450281,9.447928186,9.184540951,9.141095309,9.249959243,9.200068826,9.17800534,9.202161667,9.320647774,9.31907102,9.224445427,9.169208812
SOST,6.551265023,6.550928549,6.550994935,6.551094094,6.551158994,6.551271282,6.551002718,6.551143762,6.550798405,6.55120226,6.550871226,6.551140693
SOSTDC1,7.852525191,7.185556655,8.617345171,8.14856705,8.200646115,7.480373917,8.030720199,8.304748808,8.257605635,7.912338902,8.147467487,8.927889848
SOWAHA,7.151159251,7.006156205,7.108806826,7.613333087,7.156248799,7.00901651,7.36838402,7.7573091,7.615278818,7.609705013,7.580927262,7.70558954
SOWAHB,7.304848576,7.301716702,6.629800322,6.917546661,6.674737145,6.642979743,6.85662427,7.333964521,7.385795143,7.162773836,7.266584647,7.308440914
SOWAHC,8.569488682,8.269004769,8.468565029,7.906552648,8.38139073,8.463156152,8.094661622,7.610112015,7.557130211,7.599299963,7.4593162,7.658726578
SOX10,7.872096364,7.872411838,7.872304247,7.872255196,7.872382143,7.872455388,7.872259378,7.872168266,7.872342621,7.872423135,7.872303395,7.872242172
SOX11,8.291093276,7.876526601,8.13291462,7.367547339,8.214140357,8.28196235,8.05769793,7.182959312,7.114251058,6.997332238,6.97779587,7.138986309
SOX13,7.010693968,7.010649227,7.011639615,7.010946998,7.011418986,7.01138833,7.010818732,7.010713309,7.011577724,7.011371411,7.010956087,7.011469496
SOX15,6.883159175,6.883065589,6.882345761,6.883543009,6.882608928,6.883426033,6.883203362,6.88304158,6.883169814,6.883247067,6.882962624,6.883864987
SOX17,7.151573858,7.06720428,7.252330278,7.601280504,7.271642652,7.351999218,7.065380396,7.09578052,7.221627883,7.445212444,7.38373664,7.646590107
SOX18,7.538862648,7.534990358,8.084437599,7.358868195,7.882948205,8.176070226,7.514656362,7.274635642,7.277783905,7.232886579,7.175865043,7.288132954
SOX2,9.420272808,9.202186057,9.712547001,9.609563827,9.61043644,9.564256159,9.477814938,9.578963313,9.623338206,9.604882044,9.329564561,9.626795624
SOX21,6.776286855,6.775739064,6.776777088,6.776600368,6.776559708,6.776549317,6.776483529,6.776394768,6.776175564,6.776252331,6.776116754,6.776593533
SOX4,9.667954776,9.360407267,9.635729936,9.587680962,9.725996131,9.862440387,9.614404044,9.194464991,9.287516343,9.473352299,9.355888069,9.299723022
SOX6,7.594597332,7.59471092,7.595022251,7.595344556,7.594938977,7.594910608,7.595156734,7.59544344,7.594952802,7.595001473,7.59521443,7.595321086
SOX7,8.686491266,8.521672211,8.894128193,7.764526677,9.250821438,9.289709725,8.747763265,6.729246595,6.646051252,6.652013242,6.552347472,6.718986323
SP1,8.193402673,8.19353492,8.193412772,8.19343886,8.193532707,8.193490956,8.193404758,8.193356213,8.193501882,8.193467766,8.193443261,8.193468402
SP100,7.369156906,7.368163778,7.369423123,7.369679765,7.369240422,7.369594511,7.36924016,7.368223606,7.368513114,7.368348264,7.368238034,7.368390263
SP110,7.583655152,7.525906256,7.791441444,7.595161975,7.60694877,7.84333252,7.545063111,7.246199183,7.234418281,7.149580647,7.306898683,7.176468553
SP140,6.852039837,6.851985541,6.852089998,6.851835123,6.852171082,6.852184053,6.851978205,6.851830271,6.851811468,6.851486074,6.851727026,6.851672354
SP2,6.83309516,6.832751379,6.833382579,6.8332069,6.833202201,6.833291163,6.832919226,6.832895293,6.832845473,6.833081648,6.833113267,6.83298391
SP3,6.766948458,6.766673013,6.766966708,6.767070229,6.766904482,6.766986017,6.766929133,6.766751096,6.766621423,6.76666213,6.766649691,6.766525513
SP4,6.652816734,6.652245981,6.652086096,6.652348461,6.652191177,6.652170106,6.652390851,6.652679845,6.652517775,6.652557921,6.651921887,6.652419602
SPA17,7.173921046,7.162697513,7.177198268,7.181475781,7.173744224,7.174535793,7.176896242,7.169124019,7.169315958,7.169303254,7.170573658,7.175441159
SPACA3,6.710874032,6.710802223,6.710806208,6.710623991,6.710622187,6.710975762,6.710778833,6.711032334,6.710752277,6.710564789,6.710750299,6.710741942
SPAG11B,6.384843715,6.384870056,6.384876449,6.384915493,6.384609179,6.384627823,6.384941772,6.385211322,6.384879717,6.384880527,6.384850345,6.385430695
SPAG16,6.325462927,6.325151003,6.325271891,6.325185912,6.325404881,6.325215059,6.325432722,6.325486249,6.325118199,6.325162077,6.325417149,6.325321726
SPAG5,6.637687962,6.680191264,6.776276132,7.062465977,6.745407985,6.592790193,6.690771554,6.948848536,6.922392678,6.916591576,6.886263914,7.11782251
SPAG7,8.839273478,8.628268471,8.853018277,8.926968483,8.896862086,8.899510751,8.884880501,8.786876173,8.665126169,8.685665462,8.673347152,8.896461093
SPAG9,10.98702325,11.31386512,10.99623745,11.23076686,10.94265659,10.92166547,11.11519816,11.40698517,11.44827688,11.43042566,11.45604649,11.38023984
SPAM1,6.016667455,6.016713352,6.016564252,6.016578058,6.016638736,6.016400261,6.016737097,6.016698502,6.016494724,6.016426464,6.01638819,6.016597601
SPARC,11.09201617,10.6218179,11.48615382,11.24274249,11.18616232,11.3231782,11.10581559,10.85195078,10.73140885,10.67660952,10.8247791,10.82097383
SPARCL1,12.41901458,12.61768532,12.29396971,12.62545376,12.35772087,12.31426194,12.49822909,12.73795575,12.74413278,12.75236662,12.79646635,12.67273869
SPAST,8.706140733,8.861507656,8.856771455,8.791843968,8.680648981,8.728628688,8.63772612,8.822376959,8.993491936,9.022649173,8.927650081,8.835877788
SPATA1,6.719343439,6.71928176,6.719379715,6.719300755,6.71935052,6.71926435,6.719283145,6.719229512,6.719237449,6.719256047,6.719517811,6.719342238
SPATA13,8.339530364,8.483176164,8.547034079,8.104419823,8.434626958,8.382893884,8.268769792,8.112310013,8.195464253,8.312620269,8.104074814,8.07130135
SPATA19,6.467173985,6.466351692,6.466234017,6.466515731,6.466516611,6.466427277,6.467406215,6.466471293,6.467084183,6.467271143,6.465974165,6.466556184
SPATA2,7.294025582,7.293602865,7.293582793,7.29395842,7.293839648,7.293907181,7.293905959,7.294363927,7.293865893,7.294109177,7.294171216,7.293940096
SPATA20,6.661400571,6.661519348,6.66102661,6.661368189,6.661514345,6.661622876,6.661414985,6.662289917,6.661838409,6.661640979,6.661580544,6.661609734
SPATA21,6.653407987,6.653290488,6.652941887,6.653075144,6.653712699,6.653392092,6.653136015,6.6533451,6.652947001,6.653253122,6.653030199,6.653399877
SPATA24,6.965345378,6.96493585,6.965696221,6.965865482,6.965352454,6.965336679,6.965451231,6.965390991,6.965539364,6.965310108,6.965195243,6.965885986
SPATA2L,7.452770601,7.452623722,7.452698025,7.452942617,7.453397961,7.452920545,7.452910177,7.453822501,7.453621058,7.45338959,7.453722408,7.45394215
SPATA31A5,6.149750049,6.149882542,6.149297964,6.149817075,6.149684731,6.149511546,6.149486667,6.150116892,6.149595515,6.149794259,6.149630852,6.150089585
SPATA33,7.76437051,7.385043048,7.946141595,7.937548241,7.787061237,7.980343344,8.007311358,7.667295042,7.624885697,7.612519307,7.478089133,7.888903511
SPATA5,7.709899433,7.587549775,7.654047923,7.486760882,7.674666411,7.713118767,7.569986855,7.515129374,7.491016142,7.527441107,7.454544561,7.557643344
SPATA5L1,7.212276452,6.800283637,6.917464649,6.835500168,7.008727917,7.019817094,6.933120158,6.754425109,6.770431873,6.829645347,6.646710656,6.870049361
SPATA6,7.89124665,7.891035515,7.891609266,7.89137641,7.891610767,7.891421322,7.891410532,7.89149177,7.891167978,7.891221487,7.891145239,7.89137902
SPATA7,7.992474254,8.149273499,8.12358399,8.137482085,8.183234166,8.078883816,8.012076422,8.240863969,8.404587848,8.387000829,8.386404764,8.321306947
SPATA9,6.335470905,6.335313073,6.335554958,6.335776475,6.335498654,6.335404875,6.335765922,6.335968563,6.335271344,6.335626023,6.335695752,6.335739006
SPATC1,6.114103694,6.11413634,6.114152679,6.114119026,6.114135607,6.114158072,6.114234918,6.114145344,6.113905315,6.113892608,6.114079193,6.114272144
SPATC1L,6.550799909,6.550831378,6.550769195,6.550912281,6.550596374,6.550661199,6.550941036,6.550751157,6.550948477,6.5506551,6.550796328,6.550893685
SPATS2,9.038123849,9.038483126,9.038144823,9.038004434,9.038029209,9.038152002,9.038093149,9.038395626,9.038305131,9.038409702,9.038461278,9.038162994
SPATS2L,8.701782803,8.944928065,8.384144966,8.859454299,8.62641027,8.471363647,8.403505277,8.824407591,8.81077009,8.778044305,8.826823895,8.879049278
SPC24,6.775534634,6.77543956,6.775572213,6.775731564,6.775639311,6.775503058,6.775568887,6.775515277,6.775552755,6.77562616,6.775386817,6.77542537
SPC25,7.035750413,6.508049522,7.223892825,7.189265965,7.177690885,7.225060579,6.918499407,6.729626682,6.718908331,6.712401947,6.641993581,6.836694188
SPCS1,11.23413349,11.10664212,11.33369788,11.28919635,11.35576072,11.36706485,11.24039243,11.07275127,11.14781785,11.13919867,11.13690318,11.16976342
SPCS2,10.18951836,9.854533144,10.17670707,10.06432672,10.2141078,10.22029616,10.08305859,9.882384281,9.786172349,9.791466895,9.885867455,9.854668673
SPDEF,6.369106119,6.369275222,6.369244798,6.369114985,6.369100761,6.369021703,6.369323245,6.369224455,6.369008186,6.369016108,6.369052937,6.369141762
SPDL1,6.611352996,6.61109911,6.611655223,6.611273379,6.611382493,6.611708711,6.611292849,6.611054527,6.611012177,6.611212577,6.611074725,6.61124533
SPDYA,6.659188237,6.873497043,6.721197016,6.953524696,6.680352253,6.658929249,6.741382854,6.903831805,7.184606889,7.27784988,7.075308112,7.168436577
SPECC1,8.28506125,8.872206185,8.532409501,8.529686153,8.464242329,8.294514385,8.480719303,8.621840581,8.854187292,8.863315653,8.770289015,8.667760604
SPECC1L,8.088444262,8.088592301,8.088384853,8.087814068,8.088265666,8.088268742,8.087959688,8.088053354,8.088181055,8.088371486,8.088194433,8.088070296
SPEF1,7.222319951,7.22257986,7.222442112,7.222724603,7.222774542,7.22267415,7.222465715,7.222940518,7.222946539,7.222837464,7.22283306,7.222547463
SPEF2,5.895291209,5.89532086,5.8949151,5.895424362,5.895527177,5.895387296,5.895120278,5.895329576,5.895267509,5.895249636,5.895135369,5.895574508
SPEG,8.100477923,8.31980791,8.167044727,8.387218746,8.066794286,7.922139519,8.315142211,8.477166871,8.600158279,8.629615005,8.487769989,8.462055227
SPG20,8.971025306,8.97114273,8.971342037,8.971078944,8.971417468,8.971184535,8.971026302,8.97148731,8.971199813,8.971380443,8.971521351,8.971399443
SPG21,8.946102904,8.725601745,8.972224737,9.165619902,9.197728792,9.139915772,9.036926461,8.793349046,8.937889134,8.957453654,8.811252225,8.903993493
SPG7,7.570696588,7.57077681,7.570975369,7.570944057,7.570546211,7.570540446,7.570763622,7.570957446,7.571056193,7.571148886,7.570912349,7.570889213
SPHK1,8.594246063,8.623644121,7.99600456,6.981520326,8.28915258,8.329131547,7.65006746,7.004695456,6.875619808,6.723016559,6.771386922,6.996501693
SPHK2,7.942125394,7.942286012,7.94245327,7.942923456,7.942408094,7.942551396,7.942495397,7.9422902,7.942660321,7.942803482,7.942961352,7.942601293
SPHKAP,9.694614429,9.9948552,9.776190395,10.01027101,9.83896069,9.681352018,9.925371778,10.13382488,10.32939606,10.21471677,10.17347742,10.06188165
SPIC,6.044398659,6.044135,6.0443935,6.044151671,6.044287234,6.044168969,6.044126166,6.044282801,6.044366818,6.044399795,6.044138391,6.044562804
SPICE1,7.264982063,7.265207642,7.265311946,7.265168358,7.265060935,7.264840317,7.265087055,7.265247325,7.265962599,7.265643135,7.265389938,7.265735324
SPIDR,8.261169481,7.757941452,8.994762256,7.778940852,8.622795563,8.618512593,8.234275139,6.773951917,6.693368747,6.592687849,6.751089385,6.81849492
SPIN4,6.622267883,6.622107052,6.622243379,6.621890562,6.622370807,6.622327501,6.62184071,6.621649338,6.621983233,6.621641329,6.621847369,6.622107532
SPINK3,6.581715496,6.581910686,6.581779018,6.581961849,6.581698523,6.581915758,6.581964056,6.582012731,6.581817882,6.581722205,6.582061369,6.582000586
SPINK4,6.619889154,6.620524939,6.619747922,6.620197871,6.620071544,6.62042823,6.620459056,6.620341925,6.619941569,6.619743729,6.620081426,6.620193551
SPINK8,6.223229264,6.223358268,6.223073396,6.223328331,6.223647961,6.223358932,6.22356275,6.223278027,6.223375036,6.22333729,6.223587649,6.22317453
SPINT1,6.915040609,6.915410861,6.915159672,6.915469017,6.915362823,6.915036946,6.915440839,6.915326534,6.915482439,6.915231438,6.915546086,6.915112863
SPINT2,8.278474259,8.296260448,8.395122396,8.453501624,8.348685984,8.460091816,8.435349603,8.386822054,8.336483438,8.346706914,8.530058863,8.477390707
SPIRE1,10.08356546,10.04121429,10.03658428,9.969067678,9.956452671,9.948819119,9.99248544,9.969864748,9.878975609,9.84190088,9.851017128,9.944225435
SPIRE2,6.962863637,6.963017668,6.962998295,6.963194573,6.963060806,6.963020681,6.963042674,6.963280092,6.96321672,6.963016636,6.963233693,6.963295895
SPN,6.808938774,6.808760124,6.809094694,6.808814368,6.809151067,6.809408764,6.808712354,6.808831735,6.808725829,6.808463876,6.80875847,6.808747541
SPNS1,8.381005992,8.658347429,8.260100393,8.626556443,8.522383805,8.435389158,8.59216731,8.454810399,8.794752439,8.76435468,8.620777417,8.555716153
SPNS2,8.611829086,8.90922918,8.306141865,8.415215493,8.256463581,8.337667019,8.285726597,8.341332571,8.431087967,8.47272272,8.473775426,8.333891471
SPO11,6.207590436,6.20759061,6.207594156,6.207574957,6.207424879,6.20751415,6.207626371,6.207606651,6.207698786,6.207434364,6.207606065,6.207699764
SPOCK1,7.816267221,7.922241707,7.852731752,8.054549183,7.881153754,7.623076897,7.896889024,8.193746526,8.149675477,8.319134813,8.323941717,8.201023611
SPOCK3,9.12297816,9.183307756,9.188692396,9.150360259,9.006881775,8.946766999,9.058923473,9.755405065,9.610102907,9.551784438,9.666966324,9.637355381
SPON1,9.428319716,9.706149323,9.519175511,9.645112649,9.419499787,9.405838924,9.619414669,9.900958381,9.772388127,9.932771292,9.812257002,9.785657771
SPON2,6.866741217,6.866902527,6.866744813,6.866664385,6.86675274,6.86665024,6.866661297,6.866947683,6.86679446,6.866903745,6.866742714,6.867166841
SPOP,9.98899665,9.474360137,10.23577304,10.1558709,10.02300367,10.08914046,10.1121335,9.93074682,9.719518451,9.767777962,9.784175336,9.924563024
SPP1,10.39871365,8.931483429,11.41355282,10.36317813,11.66674573,10.52594844,10.91384387,7.930960834,7.948207238,7.788781681,8.153368568,7.905624352
SPP2,6.36599806,6.365857129,6.365812649,6.365855976,6.365451723,6.365867106,6.366047523,6.365553764,6.365381408,6.365434566,6.365704164,6.366009875
SPPL2A,8.490222031,8.47035247,8.527823369,8.48004184,8.483650282,8.486091863,8.459205048,8.457180841,8.47822554,8.463409993,8.464833116,8.452808585
SPPL2B,7.620154202,7.733008444,7.693346547,7.619239,7.693042112,7.79682253,7.647474033,7.524041484,7.575963209,7.612369974,7.552431187,7.551825173
SPPL3,9.397123312,9.39799479,9.397678134,9.39875951,9.398173234,9.397783587,9.398413232,9.398284852,9.399019898,9.399057017,9.398791733,9.39851455
SPRED3,8.344386055,8.447623311,8.074122467,7.673118696,8.306815292,8.241616074,7.943960195,8.036194646,8.019450907,7.993652167,7.848195622,7.94260348
SPRN,6.668173759,6.668165786,6.667823099,6.668309489,6.668080778,6.668140885,6.668147619,6.668237608,6.667957403,6.667917951,6.668122116,6.668048178
SPRR1A,10.9616129,9.184785325,11.25722106,7.165554346,11.71595893,11.55526533,9.432713263,7.169900001,6.920321049,6.933069306,6.949070911,7.024459843
SPRR1B,6.616329202,6.616182402,6.615966561,6.616324447,6.616378096,6.616104687,6.61704056,6.616267629,6.615165067,6.614907194,6.614719881,6.616200188
SPRR2D,6.225022184,6.224888065,6.224877273,6.224950699,6.225179668,6.224881618,6.22506886,6.224984372,6.225001107,6.224818876,6.224937023,6.225061647
SPRR3,6.314567257,6.314530952,6.314278545,6.314478448,6.314608875,6.31437916,6.314609738,6.314646521,6.314638348,6.314397422,6.314415571,6.314574599
SPRTN,7.890530668,7.891003321,7.890550862,7.890415386,7.890554567,7.890861432,7.890574185,7.890408874,7.890951666,7.890687807,7.890929022,7.890601381
SPRY1,7.343477143,7.50577716,7.387102335,7.282129653,7.356009796,7.576701332,7.194012635,6.880914686,7.018657088,7.016960942,7.097884031,6.984057792
SPRY2,9.430239538,9.655181207,9.284385971,8.885969504,9.09112861,9.349263151,9.20194323,8.907305669,8.803430727,8.754151894,8.777581637,8.912450989
SPRY3,7.129257849,7.523686056,6.968433194,7.142028541,6.865041723,6.816213182,6.99379362,7.461434679,7.79210998,7.714315873,7.557442954,7.443293613
SPRY4,7.930263132,7.930809973,7.929733466,7.929736387,7.929965124,7.930075953,7.930339502,7.930170726,7.929922975,7.929686244,7.929974681,7.929975272
SPRYD3,8.402779471,8.400444777,8.398677772,8.404817336,8.403476862,8.40323447,8.404805746,8.403861027,8.401532646,8.402032091,8.40406357,8.404725252
SPRYD4,7.487658195,7.487222876,7.487600292,7.48749669,7.487682774,7.487862621,7.487571659,7.487048083,7.487204213,7.487252637,7.487235193,7.487456808
SPRYD7,9.519265901,9.327789988,9.66362124,9.659703671,9.627165169,9.578282668,9.53223659,9.588778151,9.512400724,9.501936648,9.497420279,9.621014672
SPSB1,8.764316902,9.16825487,8.650725861,8.236953454,8.641848928,8.825965823,8.792276597,7.939645339,7.938705487,8.055950441,8.21702674,7.943875454
SPSB3,8.5758024,8.575710693,8.575736349,8.575721649,8.575698235,8.575793754,8.575908442,8.575822646,8.575737558,8.575650776,8.575738787,8.575744914
SPSB4,6.601868155,6.601848526,6.600773972,6.601108939,6.601826066,6.601467806,6.601635095,6.601310465,6.601196932,6.6012355,6.601170788,6.601593137
SPTA1,6.142113834,6.142225154,6.141692539,6.142814978,6.142347344,6.141823238,6.142766216,6.142153555,6.142203569,6.142557807,6.141637607,6.142219362
SPTAN1,11.27772798,11.76496612,11.37614035,11.67227161,11.38242552,11.3340745,11.52748952,11.86671196,11.98667809,12.01509276,11.93745128,11.76818034
SPTB,7.710354285,7.970615849,7.854841902,7.868332497,7.610986849,7.609894656,7.826239254,8.189742022,8.278337935,8.139306257,8.133831659,8.098606131
SPTBN1,11.54112637,11.89103136,11.61291392,11.80429496,11.58163502,11.49855808,11.65209829,12.02738368,12.12847113,12.15293071,12.07101258,11.91850782
SPTBN2,9.017759858,9.353969525,8.842966143,9.27477116,8.687250112,8.768292405,9.214052227,9.577529971,9.549549905,9.627402433,9.632880349,9.480338948
SPTBN4,8.304674078,8.895142058,8.340018102,8.772001643,8.369197348,8.401118578,8.618382461,8.927212027,9.130190598,9.114281341,9.011278263,8.845229911
SPTLC1,9.622279276,9.623072141,9.622014481,9.621746011,9.623003056,9.622398862,9.621565119,9.622156976,9.623738963,9.623691472,9.62253439,9.622437148
SPTLC2,8.119892197,7.924491997,8.055418013,7.799048137,8.004528644,8.017988964,7.815626252,7.744289794,7.754757203,7.749462788,7.683643658,7.740027322
SPTSSA,9.762191373,9.499896099,9.908557743,9.869923797,9.784238877,9.916830732,9.837372405,9.675021771,9.560378437,9.634161734,9.607571539,9.894695723
SPTSSB,7.217347554,7.217326646,7.217092746,7.217588498,7.217427951,7.217354382,7.217623778,7.762275622,7.421360221,7.440370501,7.392916238,7.374445166
SQLE,9.266662889,9.730672634,9.16556398,9.242272147,9.28697329,9.478354381,9.3988277,9.009038605,9.134600658,9.230285375,9.424866573,9.146287269
SQRDL,7.620795872,7.732264095,8.397257642,8.031663991,8.107400925,8.123198157,8.17779728,7.385043422,7.598162539,7.614877672,7.852122672,7.415031914
SQSTM1,11.09261174,11.092562,11.09265116,11.09271845,11.0925453,11.09254132,11.09276308,11.0927108,11.0922327,11.09232052,11.0926599,11.09250655
SRA1,8.974162137,8.835879679,8.972735722,8.770781295,8.980030561,8.924368148,8.853836813,8.555169656,8.829743646,8.728109588,8.761997308,8.658544943
