,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
Chagas disease,-0.09293659,-0.33746296,0.19097345,0.2160276,-0.06726952,0.2782937,0.3059098,-0.18855308,-0.071404964,-0.37646636,-0.09507095,0.0063078925,-0.28695697,0.27575848,-0.29544064,0.1017669
HIF-1 signaling pathway,-0.09279553,-0.33965385,0.19152144,0.2178149,-0.06843038,0.27780983,0.30720994,-0.1873192,-0.06879391,-0.37446353,-0.096180074,0.008355886,-0.2876938,0.27539414,-0.29403692,0.10128306
Hepatitis C,-0.09171456,-0.33613563,0.1899342,0.21512316,-0.066570014,0.2777098,0.30635184,-0.1882669,-0.07298056,-0.37689394,-0.09536337,0.0041645877,-0.2864424,0.27671653,-0.29443642,0.10213894
Hepatitis B,-0.092167735,-0.33653998,0.19040182,0.21595185,-0.067076445,0.27771893,0.30628842,-0.18848617,-0.07179109,-0.37672305,-0.09494931,0.0052719414,-0.28716666,0.27636987,-0.29510507,0.10201848
Leishmaniasis,-0.09352672,-0.33894137,0.19177857,0.21670419,-0.068240695,0.27874768,0.30584848,-0.18890026,-0.070282474,-0.3758141,-0.09508958,0.007556461,-0.28704175,0.27490708,-0.29574618,0.101351075
Coronavirus disease,-0.09257959,-0.33706766,0.1904836,0.21645316,-0.06784342,0.27787387,0.30576876,-0.1877598,-0.07118558,-0.37554416,-0.09466881,0.005629219,-0.2866339,0.27598026,-0.2947805,0.10164291
Pathways in cancer,-0.092298545,-0.33851576,0.19057477,0.21647324,-0.06813919,0.27802896,0.30698204,-0.1878125,-0.07101856,-0.37507772,-0.095894046,0.0060674995,-0.2866953,0.27588397,-0.29389265,0.10171873
Th17 cell differentiation,-0.093458176,-0.33951735,0.19212347,0.21721907,-0.06821178,0.27832663,0.3067416,-0.18824634,-0.06939614,-0.37519598,-0.09561235,0.008594789,-0.28752565,0.27503392,-0.2950867,0.10114019
Lipid and atherosclerosis,-0.09218127,-0.33705676,0.18939528,0.21629587,-0.06743914,0.27795008,0.30669528,-0.18790472,-0.07158913,-0.37606642,-0.09554476,0.005229868,-0.2873971,0.27662855,-0.29460764,0.10270148
Prolactin signaling pathway,-0.09226267,-0.3365584,0.18997633,0.21495175,-0.06650454,0.27827257,0.30619577,-0.18840192,-0.0729711,-0.376887,-0.09542278,0.004548922,-0.28649157,0.27651358,-0.2948745,0.102264196
Human cytomegalovirus infection,-0.09271985,-0.3379981,0.19037625,0.21571209,-0.06806541,0.27869046,0.30653936,-0.18902062,-0.07213735,-0.37602824,-0.09521727,0.005363308,-0.2866197,0.27581424,-0.29509026,0.10212826
Hepatocellular carcinoma,-0.09173487,-0.33658218,0.18971625,0.21495971,-0.06707187,0.27799523,0.30685464,-0.18889782,-0.0734654,-0.37692857,-0.09549839,0.003967628,-0.28641123,0.27666712,-0.29445478,0.102463715
Tuberculosis,-0.09351661,-0.33787495,0.19158046,0.21636027,-0.06721723,0.2784972,0.30584246,-0.18868934,-0.070577435,-0.37648618,-0.094904475,0.00743483,-0.28750175,0.27545166,-0.29609668,0.10157907
Malaria,-0.09337261,-0.3384066,0.19119823,0.217351,-0.06797215,0.27831757,0.30562788,-0.18768787,-0.06939582,-0.37529442,-0.095068455,0.007630933,-0.28750864,0.275333,-0.29543528,0.101501204
Yersinia infection,-0.09298293,-0.33719394,0.19104181,0.21649861,-0.067373544,0.27798143,0.30565345,-0.18783438,-0.070707984,-0.37586775,-0.094676904,0.0065119937,-0.2870407,0.2758139,-0.29530197,0.10147033
PD-L1 expression and PD-1 checkpoint pathway in cancer,-0.09287955,-0.3400896,0.19341367,0.21844216,-0.06862886,0.27716827,0.30680782,-0.18761802,-0.06777969,-0.3746522,-0.09595653,0.009935595,-0.28747186,0.27454895,-0.29407245,0.10003605
Measles,-0.09119843,-0.33635116,0.18930109,0.2163175,-0.067082085,0.27700672,0.30745247,-0.18777023,-0.0717957,-0.37640023,-0.095802054,0.004702978,-0.28762287,0.27720043,-0.29385614,0.10267595
Cellular senescence,-0.09218171,-0.33641344,0.19018632,0.21481025,-0.06729403,0.27820975,0.30636978,-0.18938443,-0.073650725,-0.37707213,-0.09476382,0.0040760934,-0.28617144,0.27634245,-0.29510504,0.1021763
NF-kappa B signaling pathway,-0.09184601,-0.3377807,0.19018462,0.2161366,-0.06815449,0.27778926,0.30674988,-0.18818119,-0.07198243,-0.3756284,-0.09572243,0.0050752386,-0.28624356,0.27607018,-0.29375926,0.10191867
JAK-STAT signaling pathway,-0.091101915,-0.3361178,0.188383,0.21491478,-0.06615421,0.27768856,0.30728686,-0.18751699,-0.073506184,-0.37670517,-0.0965304,0.003318198,-0.28674227,0.277589,-0.29343626,0.103179805
Inflammatory bowel disease,-0.09344575,-0.33821833,0.19127989,0.21692795,-0.06755102,0.2784528,0.30551302,-0.1877335,-0.069769174,-0.37554744,-0.09508119,0.007468052,-0.28735685,0.27537984,-0.29555622,0.101453744
Toxoplasmosis,-0.09245473,-0.33729887,0.19140491,0.21660286,-0.06814462,0.2776652,0.30553412,-0.18839066,-0.07097159,-0.37584662,-0.09446109,0.005950626,-0.28639445,0.2754708,-0.294937,0.10104676
Pathways of neurodegeneration,-0.09189844,-0.33642533,0.18981656,0.21516794,-0.06750162,0.27793592,0.30657828,-0.18873492,-0.07328367,-0.37646294,-0.09490716,0.003907062,-0.28621706,0.27656025,-0.2945251,0.10221342
Bladder cancer,-0.09207423,-0.33605334,0.19047076,0.21496415,-0.06756556,0.27791667,0.3059348,-0.18933836,-0.073599674,-0.37693858,-0.09424363,0.0038805194,-0.28581074,0.2761953,-0.2950629,0.10177452
Pathogenic Escherichia coli infection,-0.092980415,-0.3371579,0.19094913,0.21634057,-0.06745554,0.2780708,0.30564654,-0.18798679,-0.071002625,-0.37590948,-0.09461832,0.006270759,-0.2868917,0.27581605,-0.2953204,0.10153017
Fluid shear stress and atherosclerosis,-0.092926666,-0.33829257,0.19118525,0.2161756,-0.06861874,0.2785856,0.30590522,-0.18886736,-0.0713847,-0.37545687,-0.09468055,0.0058277547,-0.28622445,0.27523974,-0.2951433,0.10133525
Alzheimer disease,-0.09176481,-0.33666682,0.18967408,0.21501079,-0.06867097,0.27807096,0.3065067,-0.18909694,-0.07404832,-0.37581587,-0.09446097,0.0029828027,-0.28521025,0.27629024,-0.2940962,0.102031104
Th1 and Th2 cell differentiation,-0.09240456,-0.33713287,0.19128105,0.21549568,-0.066529185,0.2780136,0.30627263,-0.18902913,-0.07193638,-0.37736845,-0.095457666,0.0059894323,-0.28702682,0.2759507,-0.29535824,0.10168892
Rheumatoid arthritis,-0.093454555,-0.3383187,0.1912286,0.217154,-0.06780744,0.2784121,0.30553442,-0.18775028,-0.0695987,-0.37543356,-0.09504109,0.007575318,-0.28742555,0.27533236,-0.29554322,0.10150089
Human T-cell leukemia virus 1 infection,-0.09091016,-0.33547848,0.18858282,0.21476941,-0.066283226,0.2774034,0.30722204,-0.18827805,-0.07405065,-0.3773656,-0.095977165,0.0029486269,-0.28668678,0.2776023,-0.29379734,0.103139594
TGF-beta signaling pathway,-0.09112701,-0.3361615,0.19000268,0.21524936,-0.06684486,0.27710858,0.30685312,-0.18781537,-0.073067755,-0.37636003,-0.095601015,0.0039013699,-0.28602472,0.2768722,-0.29337388,0.10181892
MicroRNAs in cancer,-0.09236961,-0.33830523,0.1896384,0.21576801,-0.06794612,0.27870247,0.30709374,-0.1885181,-0.07209194,-0.3757291,-0.09600424,0.0050913356,-0.28683302,0.27618006,-0.29444492,0.102600336
Amoebiasis,-0.09344575,-0.33821833,0.19127989,0.21692795,-0.06755102,0.2784528,0.30551302,-0.1877335,-0.069769174,-0.37554744,-0.09508119,0.007468052,-0.28735685,0.27537984,-0.29555622,0.101453744
Legionellosis,-0.093572095,-0.33791906,0.19112362,0.21718463,-0.06799491,0.27831677,0.30560088,-0.18783033,-0.06974309,-0.37536785,-0.09452783,0.007451199,-0.28752536,0.27547646,-0.29575172,0.101566136
Human papillomavirus infection,-0.09181861,-0.3372955,0.19000787,0.21587172,-0.067944296,0.27784246,0.3068448,-0.18863648,-0.07235123,-0.37613145,-0.09542551,0.0046884716,-0.28654146,0.2762858,-0.29424006,0.10217024
Salmonella infection,-0.09292686,-0.33717108,0.19105357,0.21649037,-0.067492105,0.27795845,0.30561358,-0.18791887,-0.07079135,-0.37586206,-0.09460563,0.0063830838,-0.2869342,0.27577752,-0.29527622,0.10143265
Cytosolic DNA-sensing pathway,-0.09312758,-0.3375785,0.18864529,0.21605302,-0.067505114,0.27915737,0.30678087,-0.18799856,-0.0714709,-0.37567133,-0.09537185,0.0052580796,-0.28802896,0.27670527,-0.2956003,0.10343267
"Growth hormone synthesis, secretion and action",-0.09176569,-0.33588928,0.18983914,0.21438132,-0.06721228,0.27800477,0.30619475,-0.18889639,-0.074387066,-0.37675115,-0.09468902,0.0030090585,-0.28538692,0.27659413,-0.2944113,0.102019735
Neutrophil extracellular trap formation,-0.091847226,-0.33696014,0.19075882,0.21647239,-0.06778547,0.27718157,0.30679238,-0.18820822,-0.07137568,-0.3759934,-0.09501709,0.0055936947,-0.28694195,0.27625388,-0.29428,0.10159519
Transcriptional misregulation in cancer,-0.09148638,-0.33651018,0.18913448,0.21555161,-0.067816414,0.27764595,0.3071537,-0.18791212,-0.07292533,-0.37557548,-0.09517511,0.0035304353,-0.2863747,0.27697727,-0.29369584,0.10241889
Prion disease,-0.09219363,-0.3364066,0.19025318,0.2151909,-0.06644992,0.27795747,0.30675858,-0.18900326,-0.07275243,-0.37748396,-0.095331304,0.0050793514,-0.28724128,0.27662793,-0.2952715,0.102411136
RIG-I-like receptor signaling pathway,-0.09218578,-0.33769336,0.18864816,0.21648698,-0.06800589,0.2784689,0.30734688,-0.18852374,-0.07145386,-0.3760416,-0.09581419,0.0049836934,-0.28811532,0.2767286,-0.29497206,0.103491135
FoxO signaling pathway,-0.09193978,-0.33550358,0.1900729,0.21459033,-0.06559401,0.27776855,0.3066062,-0.18894549,-0.07349926,-0.37814984,-0.0953222,0.0044647194,-0.2871161,0.27701628,-0.29528862,0.10250456
Pancreatic cancer,-0.09210697,-0.33594257,0.19041671,0.21474406,-0.066775426,0.27798185,0.3059584,-0.1891036,-0.073554605,-0.37731916,-0.09466661,0.0040983707,-0.2861073,0.27638498,-0.2951489,0.10192455
Antigen processing and presentation,-0.09138247,-0.33675432,0.1903983,0.21511348,-0.06561588,0.27746415,0.30689132,-0.18805566,-0.0725581,-0.37746054,-0.096729316,0.00512024,-0.2868201,0.27672958,-0.29391122,0.10208047
Cytokine-cytokine receptor interaction,-0.092824385,-0.33731356,0.18944882,0.21534428,-0.06716696,0.2788397,0.306372,-0.18816075,-0.07249206,-0.3760752,-0.09545559,0.004935071,-0.28678238,0.27642643,-0.29502168,0.10268866
Signaling pathways regulating pluripotency of stem cells,-0.09122042,-0.33600447,0.18981934,0.2147612,-0.06701271,0.2774905,0.306982,-0.18913898,-0.07403759,-0.37730813,-0.09536796,0.0034327656,-0.2861228,0.27683356,-0.29413906,0.10231639
Breast cancer,-0.091380924,-0.33632776,0.1892768,0.2149006,-0.06752927,0.27778932,0.30703676,-0.18894207,-0.07404271,-0.3767366,-0.09537505,0.0032211915,-0.28603405,0.27684876,-0.29400337,0.102614775
African trypanosomiasis,-0.09388159,-0.3383215,0.19049284,0.21632849,-0.06744659,0.27930695,0.30572307,-0.18826632,-0.07052807,-0.3758449,-0.09512823,0.006974142,-0.28762257,0.27558735,-0.29621908,0.10226451
Cushing syndrome,-0.09137962,-0.33580828,0.18979678,0.21466818,-0.06721367,0.27756476,0.3066362,-0.18872814,-0.07411229,-0.37671122,-0.09488652,0.0030764937,-0.28567708,0.27680635,-0.29403856,0.10203705
Non-alcoholic fatty liver disease,-0.09299055,-0.3371982,0.1893057,0.21539491,-0.066692874,0.2789381,0.3069025,-0.18883577,-0.0723473,-0.37702513,-0.09563895,0.0055004917,-0.2879217,0.2766789,-0.29583642,0.10332653
Graft-versus-host disease,-0.09416717,-0.33812612,0.19024566,0.21581921,-0.06707943,0.27966756,0.3056487,-0.18848586,-0.071180955,-0.3762374,-0.09514343,0.0068051293,-0.2875669,0.27570212,-0.29655585,0.10258189
Shigellosis,-0.09277209,-0.33721307,0.19132325,0.2163905,-0.067551434,0.27782646,0.30552572,-0.18797636,-0.07098225,-0.37587807,-0.09465229,0.006295778,-0.2865456,0.27563965,-0.29501963,0.10116525
Prostate cancer,-0.09242742,-0.33704814,0.1906622,0.21592921,-0.067879,0.2781815,0.3061584,-0.1895692,-0.07199589,-0.3768952,-0.094565466,0.0052048713,-0.2870237,0.2758708,-0.29572472,0.102019265
Type II diabetes mellitus,-0.09124047,-0.33536714,0.18873039,0.21386848,-0.066737175,0.2779022,0.30648094,-0.18809801,-0.07525247,-0.37652004,-0.095217474,0.0018156841,-0.28503132,0.27729198,-0.29351026,0.102507874
T cell receptor signaling pathway,-0.092333674,-0.33691657,0.19142406,0.21594161,-0.068113655,0.2778663,0.30537993,-0.18929705,-0.07200126,-0.37655237,-0.09415461,0.0051260367,-0.28602767,0.27542704,-0.29533553,0.10111619
"Parathyroid hormone synthesis, secretion and action",-0.090526655,-0.33492383,0.18906114,0.214702,-0.066311575,0.27669433,0.30765873,-0.18819919,-0.074287534,-0.37723988,-0.09556638,0.0027851015,-0.2864709,0.27780733,-0.29333177,0.102633506
Sphingolipid signaling pathway,-0.09174812,-0.33559898,0.1916964,0.21461381,-0.06799882,0.2773045,0.30570787,-0.18973677,-0.074233636,-0.37680975,-0.09335502,0.003445048,-0.28465468,0.27582482,-0.29467475,0.10057333
VEGF signaling pathway,-0.093617015,-0.33852595,0.19147882,0.21621583,-0.06755775,0.27892244,0.30650687,-0.18926284,-0.07068002,-0.3764126,-0.09509546,0.007409591,-0.2877964,0.27541226,-0.29628742,0.101851635
Proteoglycans in cancer,-0.09231853,-0.33938324,0.19252935,0.21786329,-0.068651915,0.27698338,0.3073638,-0.18789952,-0.06913279,-0.3749545,-0.09597822,0.008594681,-0.287208,0.2751466,-0.29364052,0.100600846
Mitophagy,-0.091935314,-0.3404703,0.19222218,0.21819648,-0.06886187,0.2768202,0.3083604,-0.18663755,-0.06849726,-0.37355775,-0.09710362,0.008844379,-0.28710815,0.27535877,-0.29210094,0.1005184
Ubiquitin mediated proteolysis,-0.09075759,-0.33630124,0.18758109,0.2141848,-0.06590362,0.2780693,0.3081594,-0.18833268,-0.074710056,-0.3774852,-0.097337075,0.0025427528,-0.28692275,0.27797705,-0.29336408,0.1040822
Central carbon metabolism in cancer,-0.09199156,-0.33859655,0.19278191,0.21672165,-0.06644692,0.27669317,0.30742168,-0.18677281,-0.06975822,-0.37547266,-0.09683085,0.008398648,-0.28691918,0.2757624,-0.29295933,0.100240886
Epithelial cell signaling in Helicobacter pylori infection,-0.09138003,-0.3365438,0.18957072,0.21511279,-0.06604867,0.27770925,0.3076694,-0.18944761,-0.07317196,-0.37840456,-0.09655386,0.00477162,-0.28779367,0.27706972,-0.29479855,0.103226684
Melanoma,-0.09178349,-0.33613592,0.19040021,0.21508306,-0.06773035,0.27775717,0.30606338,-0.18923248,-0.07350835,-0.376756,-0.094373465,0.003661897,-0.28573787,0.2762259,-0.29473296,0.10171804
Non-small cell lung cancer,-0.09197111,-0.33593106,0.19036216,0.21469659,-0.06647226,0.27792853,0.30604702,-0.18895082,-0.07348715,-0.37742496,-0.09494034,0.004098624,-0.28622448,0.2764935,-0.29502857,0.10196974
Glioma,-0.09070345,-0.3405314,0.1876929,0.2159322,-0.06890505,0.278946,0.30866528,-0.18791497,-0.07245922,-0.37461892,-0.098968334,0.0035948865,-0.28625137,0.27646798,-0.29170907,0.103695944
Gastric cancer,-0.091523245,-0.3360178,0.18979208,0.21477993,-0.067310624,0.27775848,0.30654633,-0.18918513,-0.07403877,-0.37709582,-0.094971605,0.0033374391,-0.2859136,0.2766416,-0.29443684,0.10226451
Chronic myeloid leukemia,-0.09197111,-0.33593106,0.19036216,0.21469659,-0.06647226,0.27792853,0.30604702,-0.18895082,-0.07348715,-0.37742496,-0.09494034,0.004098624,-0.28622448,0.2764935,-0.29502857,0.10196974
Hippo signaling pathway,-0.08951856,-0.3344264,0.1877876,0.21352857,-0.06684289,0.27675065,0.30848613,-0.18893561,-0.076708354,-0.3773634,-0.09571473,0.0001408495,-0.28543496,0.2784148,-0.2924012,0.10328454
Small cell lung cancer,-0.0924893,-0.3389451,0.19034322,0.21568175,-0.06890982,0.27888402,0.3066201,-0.18886742,-0.072384715,-0.37515333,-0.09565099,0.004947759,-0.28565523,0.27544945,-0.29415473,0.10186203
Herpes simplex virus 1 infection,-0.092379935,-0.33724093,0.18982711,0.21626893,-0.06694696,0.27802736,0.30694497,-0.18791863,-0.07111012,-0.3762374,-0.09567534,0.005854428,-0.28792202,0.2766269,-0.2949403,0.10256752
GnRH signaling pathway,-0.09182169,-0.33570614,0.19153556,0.21526025,-0.06789892,0.27725127,0.3058784,-0.18992482,-0.07332907,-0.37723392,-0.09353765,0.0041750185,-0.28575116,0.2758968,-0.29523695,0.10102224
Axon guidance,-0.09085189,-0.33541456,0.18919405,0.21426213,-0.0668586,0.2773299,0.3073386,-0.18908617,-0.07504424,-0.37742043,-0.09540994,0.0024842955,-0.28583348,0.27732113,-0.29370555,0.1026495
Choline metabolism in cancer,-0.09225788,-0.3405383,0.19224209,0.21773383,-0.068138815,0.27711526,0.30877355,-0.18697129,-0.06887525,-0.37424263,-0.09751814,0.009332813,-0.2875464,0.2755282,-0.29250202,0.100896165
Hematopoietic cell lineage,-0.09424989,-0.33854502,0.18972775,0.21613514,-0.067358315,0.27980182,0.3065995,-0.18831891,-0.07070304,-0.37570313,-0.09532792,0.007023081,-0.28837788,0.27604568,-0.2965189,0.10306608
Viral protein interaction with cytokine and cytokine receptor,-0.09351269,-0.3388767,0.18965496,0.21716332,-0.06844221,0.27916986,0.3064882,-0.18770319,-0.06968996,-0.37464285,-0.09530463,0.006694354,-0.28810424,0.27585858,-0.2955595,0.1026389
Melanogenesis,-0.09088577,-0.33538786,0.18917404,0.21444045,-0.067792214,0.27733156,0.30715355,-0.18927328,-0.07516382,-0.37685513,-0.09469814,0.0020172782,-0.28540024,0.27712843,-0.2936933,0.102448285
MAPK signaling pathway,-0.092289485,-0.33606428,0.18989752,0.21472816,-0.0663804,0.27824968,0.30639467,-0.18922584,-0.0735176,-0.3777376,-0.095134884,0.004427634,-0.28686202,0.2766752,-0.29548475,0.10263066
Chemokine signaling pathway,-0.09336637,-0.33834216,0.1904899,0.21615756,-0.06764658,0.2790875,0.30628663,-0.18875508,-0.07095087,-0.3760522,-0.09528045,0.0064611137,-0.28756618,0.275698,-0.29591542,0.10229062
Serotonergic synapse,-0.09091463,-0.34130934,0.18770346,0.21627721,-0.068824224,0.27917123,0.30880255,-0.18700519,-0.07145672,-0.3737148,-0.0994499,0.0041920096,-0.2864846,0.27640563,-0.29135996,0.10354431
Type I diabetes mellitus,-0.09342538,-0.33909228,0.19156435,0.21701628,-0.06785612,0.27877444,0.30572084,-0.1881569,-0.06940737,-0.37547177,-0.09544468,0.0076797307,-0.28745684,0.27503023,-0.29562676,0.10136278
Rap1 signaling pathway,-0.09143683,-0.3355287,0.19000196,0.21492232,-0.066217154,0.27726093,0.306885,-0.18889475,-0.07358073,-0.37784162,-0.09537598,0.0042019896,-0.28679347,0.27703345,-0.294569,0.102397054
Thyroid hormone signaling pathway,-0.09295675,-0.3418143,0.19439912,0.21918827,-0.06861236,0.27667812,0.3085851,-0.18655051,-0.066244096,-0.3734139,-0.097281836,0.012225047,-0.2880935,0.27450255,-0.29273003,0.09948401
Intestinal immune network for IgA production,-0.0904826,-0.3395431,0.18659845,0.21651798,-0.069057316,0.27861336,0.3083635,-0.1867914,-0.0718423,-0.3738081,-0.09829664,0.0027605668,-0.2866782,0.27709293,-0.29160085,0.10402132
Cysteine and methionine metabolism,-0.0931844,-0.33902034,0.19154756,0.21802273,-0.069204494,0.2782239,0.30684516,-0.18936971,-0.06880134,-0.3755983,-0.094614,0.007973269,-0.28868547,0.27515513,-0.29620957,0.10174373
Relaxin signaling pathway,-0.092216015,-0.33600688,0.190218,0.21423322,-0.066120595,0.27821803,0.30683035,-0.18973783,-0.07414241,-0.37819746,-0.09522163,0.0043818355,-0.28677878,0.27673176,-0.29550707,0.1025666
Immune System R-HSA-168256,-0.091458626,-0.33671385,0.18973687,0.21578543,-0.066790186,0.27737963,0.30698878,-0.18751909,-0.072115496,-0.3761787,-0.09599697,0.0047130883,-0.2868268,0.2768706,-0.29365748,0.10220715
Cytokine Signaling In Immune System R-HSA-1280215,-0.09190881,-0.33740333,0.19013634,0.21600375,-0.067606576,0.27775145,0.3068943,-0.18799417,-0.071867906,-0.3757947,-0.09563944,0.005128,-0.28667513,0.27635953,-0.29400522,0.10199806
Signaling By Interleukins R-HSA-449147,-0.09231566,-0.3379252,0.1904429,0.21608646,-0.06726033,0.27802858,0.3069378,-0.18786648,-0.07133553,-0.37581873,-0.09599493,0.006009698,-0.28703612,0.27619684,-0.29425916,0.101976454
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,-0.092243135,-0.33823702,0.19031173,0.21629047,-0.06770021,0.2779591,0.30726936,-0.1875232,-0.071158886,-0.3751294,-0.09604309,0.005969912,-0.28691807,0.27623472,-0.29378465,0.10191143
Cellular Responses To Stress R-HSA-2262752,-0.091752924,-0.33729273,0.19051121,0.21598122,-0.06757739,0.27745342,0.30677223,-0.1878291,-0.07192851,-0.37571934,-0.09559695,0.0051643997,-0.28628933,0.27626663,-0.29366592,0.101599626
Cellular Responses To Stimuli R-HSA-8953897,-0.09164016,-0.33725488,0.19046706,0.21598044,-0.06731335,0.2773849,0.3068279,-0.18771103,-0.071834594,-0.37585038,-0.09581768,0.0052056536,-0.2864312,0.2763591,-0.29359716,0.10165219
Toll-like Receptor Cascades R-HSA-168898,-0.09173263,-0.33646014,0.19009972,0.21591459,-0.0669464,0.2774567,0.30642536,-0.18806419,-0.07197369,-0.37659013,-0.09537643,0.0048948973,-0.2869202,0.27657753,-0.29442546,0.10206633
Interferon Alpha/Beta Signaling R-HSA-909733,-0.090407945,-0.3354177,0.18809478,0.21536198,-0.06696157,0.27697644,0.30748862,-0.1876283,-0.07352787,-0.37641567,-0.09581978,0.0023997128,-0.28671005,0.27784285,-0.2930965,0.10310383
Cellular Senescence R-HSA-2559583,-0.09230455,-0.33628553,0.19027567,0.21513095,-0.06680021,0.27805927,0.30630252,-0.18894184,-0.072928496,-0.3771512,-0.09487854,0.0047071762,-0.286743,0.2764602,-0.29528785,0.102184944
Interleukin-10 Signaling R-HSA-6783783,-0.09397661,-0.34002963,0.19007723,0.21676204,-0.0691057,0.27988654,0.30663633,-0.18846434,-0.07023934,-0.37444052,-0.09550817,0.006942127,-0.28745508,0.2752522,-0.29561812,0.10250496
Signal Transduction R-HSA-162582,-0.09071391,-0.3359758,0.18953192,0.21508417,-0.06770099,0.27694052,0.30719224,-0.18805072,-0.0739447,-0.37593535,-0.09528127,0.0028062016,-0.28538728,0.27702197,-0.2927974,0.10191408
Interferon Gamma Signaling R-HSA-877300,-0.09135265,-0.33668905,0.18878715,0.21586849,-0.066793755,0.27768654,0.30691773,-0.18740425,-0.07209965,-0.37620312,-0.0962606,0.0041587725,-0.28715906,0.2771227,-0.29377258,0.10288425
Growth Hormone Receptor Signaling R-HSA-982772,-0.091403425,-0.33473498,0.1895775,0.21424766,-0.06770997,0.2774659,0.30581725,-0.18833414,-0.075006664,-0.3759777,-0.09355698,0.001657933,-0.2845058,0.27689102,-0.2938782,0.10157277
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,-0.09215541,-0.33713332,0.19024903,0.21655847,-0.06707559,0.27764946,0.30670953,-0.18804994,-0.0708512,-0.37642875,-0.09556406,0.006042216,-0.2878267,0.27642894,-0.29487556,0.1022449
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",-0.091127366,-0.33715272,0.18949062,0.21597469,-0.0681357,0.27735782,0.30738795,-0.18800506,-0.072480984,-0.37553802,-0.09573624,0.0039770827,-0.2863283,0.27670258,-0.29318982,0.10221366
Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,-0.09241918,-0.3378623,0.18960382,0.21609813,-0.06869015,0.27840853,0.30669472,-0.18767676,-0.07182022,-0.3744348,-0.09498627,0.0045795515,-0.28624567,0.27619836,-0.2940437,0.10204337
RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,-0.089462094,-0.33378467,0.18839327,0.21326002,-0.06560743,0.27639753,0.3082688,-0.18842976,-0.07641509,-0.37780204,-0.09573893,0.0004971102,-0.28565916,0.27861252,-0.29250938,0.10281369
Innate Immune System R-HSA-168249,-0.09115562,-0.33648813,0.18925536,0.21583521,-0.06721297,0.2772672,0.30709708,-0.18755901,-0.07240573,-0.37598246,-0.095820986,0.0040034503,-0.28668988,0.2770452,-0.29342645,0.1024048
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,-0.09004706,-0.33511633,0.18862672,0.21427251,-0.0656753,0.27671772,0.3088435,-0.18874931,-0.07479155,-0.378079,-0.096572764,0.002615869,-0.28718814,0.27829918,-0.29319286,0.103342324
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,-0.092525035,-0.3373505,0.19131303,0.21705157,-0.06798898,0.27750546,0.30601177,-0.18817967,-0.07023429,-0.3758039,-0.09457859,0.0065808296,-0.28726476,0.27570558,-0.29510146,0.1012815
Leishmania Infection R-HSA-9658195,-0.0923758,-0.33743426,0.18946758,0.2158148,-0.06743759,0.27840102,0.30692112,-0.18819824,-0.07199962,-0.37598857,-0.095625095,0.0050448924,-0.28720975,0.2765451,-0.29471532,0.10269752
Cellular Response To Chemical Stress R-HSA-9711123,-0.09164892,-0.3367991,0.18999279,0.21578848,-0.067953244,0.27755174,0.30621493,-0.18745379,-0.072374225,-0.37512898,-0.095005184,0.003999181,-0.28561097,0.27636015,-0.29347175,0.10152349
Regulation Of IFNG Signaling R-HSA-877312,-0.09157657,-0.33780998,0.1883297,0.21502419,-0.06589705,0.2786455,0.30716982,-0.18747556,-0.07281094,-0.37674862,-0.097964585,0.004376728,-0.28699833,0.27706805,-0.2935422,0.10355819
Adaptive Immune System R-HSA-1280218,-0.0912171,-0.33626258,0.18941861,0.21545826,-0.06643489,0.27731007,0.30697334,-0.18776172,-0.07273823,-0.37678987,-0.096148066,0.0042462163,-0.28679022,0.27709633,-0.29368094,0.10251256
Interferon Signaling R-HSA-913531,-0.09089646,-0.33620703,0.18879673,0.21595614,-0.06689791,0.27716053,0.30712247,-0.1873953,-0.0722414,-0.3762378,-0.09605042,0.0037735663,-0.2871008,0.27732828,-0.29344755,0.10275302
NLRP3 Inflammasome R-HSA-844456,-0.09104833,-0.33752155,0.18840615,0.21663272,-0.06705547,0.27740654,0.3074808,-0.18568252,-0.07080314,-0.37449956,-0.09703537,0.004502058,-0.28726524,0.27734038,-0.292395,0.10269813
MyD88 Deficiency (TLR2/4) R-HSA-5602498,-0.09284246,-0.3390007,0.19199945,0.2193543,-0.068772025,0.277048,0.30587214,-0.18677188,-0.06687772,-0.37438825,-0.0952685,0.009276949,-0.28825516,0.27503046,-0.2946082,0.100782596
Regulation Of TLR By Endogenous Ligand R-HSA-5686938,-0.092677094,-0.33863202,0.19205996,0.21906747,-0.06829854,0.2768684,0.30627722,-0.18707949,-0.06721625,-0.37496883,-0.09534412,0.009230524,-0.28856766,0.27529952,-0.29474145,0.10091537
